url,title,description,category
https://surfit.io/link/ll6L6,베이지안 A/B 테스트 in Python,베이지안 관점에서 AB Test를 하는 방법에 대해 정리했습니다.  전체 코드는 여기에서 확인할 수 있습니다. 원 포스팅은 이 곳에서 확인하실 수 있습니다.쓰는 용어 AB Test : A와 B 대안이 있을 때 어떤 대안이 더 효과적인 지를 알아보기 위해 대상자를 임의로 절반으로 나누어 그 인과적 관계를 살펴보는 방법 전환율 (Conversion rate):,빅데이터_AI_머신러닝
https://surfit.io/link/Q6BZg,실험없이 이벤트 효과를 추정할 수 있을까? - Difference in Differences,"IT 업계에서 데이터 분석가로 커리어를 시작하다 보니 이벤트나 프로모션의 효과를 확인해달라는 업무 요청이 많았습니다.
또, 추천 등 저희 부서에서 제공하는 모델링 결과물을 도입한 뒤에 얼마나 성과가 났는지 확인하는 것도 주된 업무 중 하나였구요.
이런 이벤트의 효과를 확인하려면 A/B 테스트 같은 체계적인 실험을 하는 것이 가장 확실한 방법입니다. 하지만,",빅데이터_AI_머신러닝
https://surfit.io/link/4bm89,데이터를 시각적으로 표현하기 위한 문법 - Grammar of graphics,"데이터를 다루는 사람들은 다양한 형태로 그래픽을 활용합니다. 실시간으로 변하는 그래프를 보며 대응하기도 하고, 공들여 분석한 내용을 클라이언트에게 잘 설명하기 위해 슬라이드에 넣을 그래프를 작성하기도 합니다. 대중을 대상으로 하는 인포그래픽을 만들거나 논문에 들어갈 전문적인 도표를 만들 수도 있습니다. 목적과 대상은 모두 다릅니다. 하지만 데이터를 시각적으",빅데이터_AI_머신러닝
https://surfit.io/link/RvlJl,신뢰 가능한 인공지능(Trustworthy AI) 솎아보기,"세계 주요국의 다양한 정부와 기업, 국제 기구는 AI의 활용‧확산 과정에서의 부작용을 최소화 하기 위한 대책을 마련하고 있습니다. 아래의 주요 타임라인 외에도 최근 몇 년 동안 발표된 가이드라인과 원칙만 수십여개가 됩니다.인공지능 신뢰성을 위한 주요 산업계 흐름궁극적으로, AI의 신뢰성을 위한 윤리 기준의 의의는 다양한 이해관계자가 참여할 수 있는 거버넌스",빅데이터_AI_머신러닝
https://surfit.io/link/GAYa8,넷플릭스에서 A/B 테스트를 해석하는 법: 거짓 양성 오류 알아보기,"최근에 인과 추론을 공부하면서 관련된 글을 찾아보게 되었습니다. 그러다 넷플릭스 테크 블로그에서 A/B 테스트 및 통계적 지식에 대한 글 시리즈의 내용이 너무 괜찮아 번역해 공유드립니다. 본 글은 4개의 글 중 3번째입니다. 첫 두 글은 introduction 및 A/B 테스트란 무엇인가에 대해 설명하는 기초적인 내용이라 건너뛰었습니다.
본문은 서비스 테스",빅데이터_AI_머신러닝
https://surfit.io/link/YADdA,데이터의 함정에 빠지지 않는 방법,"들어가기에 앞서일을 하면서 그리고 생활 속에서도 우리는 다양한 숫자들을 마주하게 되는데요. 혹시 그 숫자들에 속고 있다는 생각을 해보신 적은 없으신가요?  이번 글에서는 우리가 일상에서 마주하게 되는 그리고 회사에서 업무를 하면서, 데이터 분석 결과를 확인하면서 흔히 속게 되는 데이터의 함정들에 대해서 알아보려고 합니다.평균이라는 함정종종 신문을 보다 보면",빅데이터_AI_머신러닝
https://surfit.io/link/Z8ZxR,"10세 소녀에게 ""콘센트에 동전 대봐"", 아마존 AI 스피커 '알렉사'의 논란","10세 소녀에게 ""콘센트에 동전 대봐"", 아마존 AI 스피커 '알렉사'의 논란감전 사고로 이어질 수 있었던 상황아마존(Amazon)의 음성인식 인공지능 스피커 ‘알렉사’가 10세 소녀에게 위험한 장난을 권유해 논란이 일고 있다. 지난 30일 &lt;CNBC&gt;, &lt;BBC&gt; 등 외신을 종합하면 알렉사는 집에 있던 여자 아이가 “뭐 도전해 볼 게",빅데이터_AI_머신러닝
https://surfit.io/link/8qvkq,신뢰할 수 있는 실험 분석을 위해 데이터 퀄리티 챙기기,"A/B 테스트와 같은 제품 실험을 자주 실행하는 조직일수록, 실험 분석 결과에 따라 다음 액션이 빠르게 결정됩니다. 실험 분석에서 가장 중요한 것은 무엇일까요? Microsoft Research 에서는 신뢰할 수 있는 실험 분석을 위해서는 데이터 퀄리티가 기본적으로 갖춰줘야 한다고 이야기합니다.이 글은 Microsoft Experimentation Plat",빅데이터_AI_머신러닝
https://surfit.io/link/JlWkN,"카카오브레인의 인공지능 기술, 현재와 미래","인공지능은 카카오에도 미래 먹거리다. 이 목표에는 여러 자회사 중 카카오브레인이 도전한다. 수장은 1998년생 개발자 김일두 대표다. 올해 카카오브레인은 의미 있는 발표를 하기도 했다. 지난달에는 한국어로 된 초거대 언어모델 ‘KoGPT’를 공개하고, 앞으로 3년간 “인공지능에 기억력을 심는 도전을 한다”는 비전을 제시하기도 했다. [관련기사: 카카오 “지",빅데이터_AI_머신러닝
https://surfit.io/link/7LBOq,몸값 4조원 컬리엔 ‘데이터 멍멍이’가 산다,"코로나 이후 가장 크게 확산된 트렌드 중 하나는, 신선식품 배송입니다. 커머스 기업들이 콜드 체인(Cold Chain)이라 불리는 저온 유통체계를 갖추고 냉동·냉장식품을 당일 또는 이튿날 새벽에 대문 앞에 배송하고 있습니다. 이런 트렌드를 국내에서 주도한 건 대기업 아닌 스타트업 ‘컬리’였고요. 2015년 김슬아 대표가 창업한 컬리는 내년에 기업공개(IPO",빅데이터_AI_머신러닝
https://surfit.io/link/Ema12,인과추론 두번째 – 선택편의를 제거하는 방법,"들어가기 앞서지난 시간에는 무작위 시행의 필요성에 대해 이야기했다! 바로 선택편의를 제거하기 위한 것!!
이번 시간에는 무작위 시행이 어떻게 선택 편의의 문제를 해결하는지 살펴보려 한다. 대수의 법칙무작위 시행이 선택편의를 제거하는 방법은 다른 조건이 모두 동일한 비교가 되도록 만드는 것이다. 예를 들어 건강보험의 효과를 무작위 배정 실험을 통해 평가하기 ",빅데이터_AI_머신러닝
https://surfit.io/link/nlR17,인과추론 간단 맛보기,"Causal Inference(인과추론)이라는 단어가 최근 떠오르고 있습니다. 최근 Covid19 백신 뉴스에서도 인과성 판별여부와 같은 단어들이 자주 등장하는데요. 그럼 대체 이 인과란 무엇이고, 그걸 추론한다는 건 무슨 뜻일까요?인과추론이란 쉽게 말해 어떤 조치/정책/간섭의 효과를 추론해보는 것입니다. 예를 들면 다음과 같은 케이스들이 있겠네요.특정 질",빅데이터_AI_머신러닝
https://surfit.io/link/glnpo,성향 점수 분석을 이용한 인과추론,"Regression이 조금 아쉬울 때, Propensity Score들어가기에 앞서글 작성에 많은 영감을 주었고, 많은 참조를 한 자료들입니다👍👍[R기반 성향점수분석][통계] Propensity Score Matching 업데이트+ 실습용 Shinyapps[An intuitive introduction to Propensity Score Matching]이",빅데이터_AI_머신러닝
https://surfit.io/link/1YjlE,MLOps를 위한 BentoML 기능 및 성능 테스트 결과 공유 – 2,"무중단 배포 방법은 BentoML과 직접적으로 관련된 내용은 아니지만, Kubernetes 기반으로 서빙 API를 서비스에 적용하려면 꼭 필요한 기능이라고 생각합니다. 잦은 배포를 통한 모델 갱신 및 개선이 BentoML 적용의 큰 목적 중 하나이자 서비스를 발전시킬 수 있는 수단이기 때문입니다. 배포를 자주 하기 위해서는 무중단 배포가 필수라고 할 수 있",빅데이터_AI_머신러닝
https://surfit.io/link/6Q4nq,MLOps를 위한 BentoML 기능 및 성능 테스트 결과 공유 – 1,"모델러는 비즈니스 문제를 해결하기 위해 여러 알고리즘을 적용해 수십 혹은 수백 번의 실험을 수행합니다. 이 실험 내역을 MLflow를 이용해 관리할 수 있고, 최종 모델이 확정되면 이를 리포지터리에 등록할 수 있습니다. 이 단계는 모델러가 직접 수작업으로 진행할 수도 있고, 자동화해서 특정 기준이 충족될 경우 자동으로 모델이 리포지터리에 등록되게 할 수도 ",빅데이터_AI_머신러닝
https://surfit.io/link/YAVaZ,Amazon CTO 버너 보겔스의 2022년 이후 기술 예측,"ML은 개발자가 코드 검토 및 버그 수정과 같은 일상적인 작업에서 해방되고 개발자가 생성에 더 집중할 수 있도록 합니다. 동일한 기술을 통해 그 어느 때보다 빠르게 정교한 시스템을 작성하고 새로운 계층의 개발자에게 문을 열 수 있습니다. 개발자가 앱 작동 방식을 설명하면, 개발 도구가 자연어 처리를 통해 요청을 해석하고, 완전한 기능의 코드를 다시 제공하는",빅데이터_AI_머신러닝
https://surfit.io/link/p1XE6,"R vs 파이썬, 빅데이터 분석엔 무엇이 더 좋을까?","최근 빅데이터는 정말 다양한 곳에서 다양한 방법으로 분석되고 있습니다. 그에 따라 자연스럽게 데이터 분석가 혹은 데이터 과학자를 꿈꾸는 학생들도 늘어나고 있습니다. 하지만 데이터 분석가나 데이터 과학자가 되는 길은 쉽지 않습니다. 수학이나 통계학적인 지식을 갖춰야 함은 물론 머신러닝, 딥러닝 알고리즘에 대한 이해, 프로그래밍 언어에 대한 숙달까지 갖춰져야 ",빅데이터_AI_머신러닝
https://surfit.io/link/3MjmV,NAVER G플레이스AI개발 부서의 ML Pipeline (유저추천 과제 사례 중심으로),"매일 전체 ML 파이프라인 수행‘플레이스 유저 추천’ 과제는 ‘데이터 수집, 데이터 정제, 모델 학습, 모델 배포, 앱 배포, 분석, 서비스 반영’ 까지 전반적인 머신러닝 프로세스를 매일 수행해야 했습니다. 이러한 요구 사항으로 빠른 처리와 자동화가 시스템 구축에 중요한 요소였습니다.대규모 데이터 처리대외비 내용이 포함되어 있어, 상세한 수준으로 공개가 불",빅데이터_AI_머신러닝
https://surfit.io/link/BlAQo,양질의 데이터를 판별하는 5가지 방법 (完),"앞선 글들을 통해 고품질의 데이터를 판별하기 위한 여러 단서에 대해 알아보았습니다. 데이터 양, 오류 정도를 포함한 신뢰성, 데이터 형식 등 다양한 면모를 살펴봤습니다. 분석하기도 전에 데이터의 다양한 측면을 고려해야 하는 이유는 명확하고 뚜렷하게 양질의 데이터를 판단할 방법이 없기 때문이었습니다. 그리고 다시 양질의 데이터를 판별할 방법이 명확히 없는 이",빅데이터_AI_머신러닝
https://surfit.io/link/qyrZY,"데이터 집중 직무의 모든 것: 데이터 엔지니어, 데이터 사이언티스트, 데이터 분석가","'데이터 엔지니어, 데이터 사이언티스트, 데이터 분석가'... 연봉킹이라 불리우는 데이터 직무 3대장의 차이를 혹시 아시나요?다들 데이터 분야가 전도유망하다고는 하는데 어떤 직무가 있는지 감조차 안잡히는 사람이 대부분일거라고 생각합니다. 😢게다가 최근 정부는 2025년까지 데이터 시장에 43조원을 지원하고, 이를 통해 일자리 90만개 창출을 계획하고 있다고",빅데이터_AI_머신러닝
https://surfit.io/link/6QZEN,좀 이상하지만 재미있는 인공지능!,"왜 인공지능을 배워야 한다고 생각하시죠? 
AI에 기반한 서비스들이 앞으로 많이 개발이 될거예요. 그걸 잘 응용할 수 있는 세상이 펼쳐지겠죠. AI를 반드시 알 필요는 없겠지만, 많은 서비스들이 AI를 기반으로 해서 만들어 질거고 우리 삶으로 들어올거기 때문에 알면 좋겠죠. 한 10년 후에는 아이들이 리모콘이 뭔지 모르는 때가 올 거예요. 옛날 사람들은 리",빅데이터_AI_머신러닝
https://surfit.io/link/7LAXM,양질의 데이터를 판별하는 5가지 방법 - ④ 데이터 형식을 파악했는가?,"빅데이터는 정말 다양한 경로로 수집이 되며, 또 다양한 방법으로 수집한 데이터를 가공하기도 합니다. 그래서 똑같이 빅데이터로 불린다 할지라도 실제 데이터를 들여다보면 모든 데이터는 그 생김새가 조금씩 다릅니다. ‘양질의 데이터를 판별하는 5가지 방법’ 3편에서 데이터 형식과 관련하여 테이블 형식의 중요성을 살펴보았지만, 거시적 데이터의 모습만이 아니라 상세",빅데이터_AI_머신러닝
https://surfit.io/link/Q68zo,양질의 데이터를 판별하는 5가지 방법 ③,지난 ‘양질의 데이터를 판별하는 5가지 방법’ 2편에서는 양질의 데이터를 판별하기 위해 데이터 신뢰성을 정확히 파악하는 것이 중요함을 살펴보았습니다. 데이터 신뢰성을 판별하기 위해서는 데이터에 대한 면밀한 관찰이 선행되어야 했습니다. 하지만 데이터의 내용적 측면이 아닌 데이터 형식 자체만 보더라도 이 데이터가 고품질의 데이터인지 어느 정도 판가름을 할 수 ,빅데이터_AI_머신러닝
https://surfit.io/link/YAYPR,데이터 사이언티스트에게 아나콘다가 인기 있는 이유(2),"경쟁에서 승리한 아나콘다데이터 사이언스라는 단어를 들어보고 공부하는 사람들이 점점 늘어나고 있습니다. 그에 따라 데이터 사이언스 작업 환경을 제공하기 위한 프로그램 혹은 툴킷도 많이 개발되고 있습니다. 그중 하나가 이번 주제인 아나콘다입니다. 지난 '데이터 사이언티스트에게 아나콘다가 인기 있는 이유' 1편에서는 아나콘다가 무엇인지, 그리고 아나콘다가 지니고",빅데이터_AI_머신러닝
https://surfit.io/link/3BVQl,"서비스에서 야경 좋은 식당 찾기 — vision, semi-supervised learning, hierarchical classification","클러스터링으로 데이터셋 구축을 위한 분석 과정지도 학습과 비지도 학습을 모두 활용하여 학습을 수행했는데요, 준지도학습(semi-supervised learning)[3]이라고 볼 수 있습니다. 레이블링한 데이터와 레이블링하지 않은 데이터를 모두 사용하여 학습하는 목적에서, 클러스터링된 데이터에서 일부를 레이블링해봤을때 적절히 의미있는 집단으로 판단이 가능한",빅데이터_AI_머신러닝
https://surfit.io/link/P1lEx,양질의 데이터를 판별하는 5가지 방법 ②,지난 ‘양질의 데이터를 판별하는 5가지 방법’ 1편에서는 활용하기 좋은 양질의 데이터가 되기 위해서는 많은 데이터 수가 뒷받침되어야 한다는 것을 살펴보았습니다. 하지만 데이터 수가 뒷받침된다고 할지라도 모든 데이터를 활용할 수 있는 것은 아닙니다. 분석 결과를 누구나 인정할 수 있도록 데이터 자체에 대한 신뢰성이 뒷받침되어야 합니다. 데이터 신뢰성이란 데이,빅데이터_AI_머신러닝
https://surfit.io/link/p14R0,데이터 사이언티스트에게 아나콘다가 있기 있는 이유,"아나콘다란 무엇인가? 빅데이터나 인공지능 관련 업종에 있는 사람들은 어떤 프로그래밍과 툴, 프레임워크 등을 사용하냐에 대해 많은 이야기를 나눕니다. 그 대표적인 예로 ‘파이썬 vs R’이라는 주제는 데이터 사이언티스트들에게 늘 뜨거운 이야깃거리였습니다. 하지만 최근 들어서 적어도 어떤 툴을 가지고 데이터 분석 작업을 진행하느냐에 대해서는 이 논란이 많이 줄",빅데이터_AI_머신러닝
https://surfit.io/link/xrMmE,양질의 데이터를 판별하는 5가지 방법 ①,"최근 빅데이터는 ‘21세기 원유’라 불리고 있습니다. 데이터를 소유함으로써 인사이트를 분석하거나 산업, 고객에 대한 트렌드를 파악할 수 있기 때문입니다. 여기에 최근 발전한 인공지능 기술이 모두 빅데이터를 그 원천으로 하고 있어 데이터의 가치는 더욱 올라가고 있습니다. 이러한 이유로 최근에는 정부와 민간을 가리지 않고 데이터 확보에 많은 노력을 기울이고 있",빅데이터_AI_머신러닝
https://surfit.io/link/59r7Z,NAVER G플레이스AI개발 부서의 MLOps (kubernetes 기반),"DevOps (Development + Operations)를 시작으로 다양한 Ops개념이 생겨났습니다. 먼저 공통적으로 Ops란 무엇인지 살펴보고, 이 문서의 키워드인 ‘MLOps’를 정의 하겠습니다Ops(왼쪽)과 MLOps(오른쪽)개발의 여러 요소 중에 새로운 것 또는 비지니스 요구사항 외에도 반복적이고 공통적인 여러 요소가 있습니다. 이러한 요소를 실",빅데이터_AI_머신러닝
https://surfit.io/link/3G48W,ML Kit를 사용하여 포즈 인식 기능 개발하기,"포즈 인식 API를 사용하여 사진 또는 비디오를 분석하고, 사람이 취하고 있는 포즈를 실시간으로 판별할 수 있습니다.아무것도 없이 처음부터 포즈를 인식하는 기술을 개발하려면 엄청난 시간과 노력이 필요겠지만, ML Kit의 포즈 인식 API를 사용하면 코드 몇 줄만으로 포즈 인식을 구현할 수 있습니다. (구글 고마워!)그래서 이 포즈 인식을 어디다 쓰냐면…출",빅데이터_AI_머신러닝
https://surfit.io/link/EmYme,"후기 이미지 자동 검수 모델, 어떻게 서비스할까?","Amazon Sagemaker를 통해 모델링을 진행하고, 이 모델을 Apache Airflow로 파이프라인을 만들어 모델 서빙을 진행했습니다. 모델을 ‘서빙(serving)’ 한다는 것은 모델을 운영 환경으로 배포해, 모델의 산출물을 자동으로 사용자에게 전달하는 것을 의미합니다.특히 그중에서도 모델 서빙 파이프라인 구축 방법을 집중적으로 다뤄보려고 하는데요",빅데이터_AI_머신러닝
https://surfit.io/link/VD8D9,"이미지 라벨링(Image Labeling), 노가다가 답일까?","Amazon SageMaker는 데이터 수집, 모델링, 배포까지 모두 진행할 수 있는 완전 관리형 서비스입니다. 하나의 서비스 안에서 모든 것을 진행할 수 있다 보니, 업무를 심리스(seamless)하게 진행할 수 있다는 것이 장점입니다. Ground truth에서 생성된 아웃풋을 바로 Sagemaker Notebook Instance에서 불러와 모델 학습",빅데이터_AI_머신러닝
https://surfit.io/link/K21bq,비슷한 음식점 취향 유저 추천 모델 개발기,사용자 별로 방문한 플레이스 이력에서 취향인 플레이스를 필터링 하면 사용자별 취향 플레이스 이력을 구할 수 있습니다이러한 사용자 별 취향 플레이스 이력을 모델이 잘 이해 할 수 있다면 이런 모델의 output vector는 사용자를 대표할 수 있는 user의 embedding으로 볼 수 있습니다유저 별 취향 플레이스 이력 context를 잘 이해할 수 있는,빅데이터_AI_머신러닝
https://surfit.io/link/3jOoq,ML을 활용한 상품 해시태그 모델,"Classification이란?

이미지를 분류하는 것으로 해당 이미지 내의 객체가 무엇인지 알려주는 것 입니다. 
분류 문제는 분류할 것이 하나인지 여러가지인지에 따라 Single Label Classification, Multi Label Classification으로 나뉘게 됩니다.

Single Label Classification : 분류해야할 객",빅데이터_AI_머신러닝
https://surfit.io/link/31LZX,FAIR의 BlenderBot 2.0,"  Facebook AI Research에서 최근에 BlenderBot 2.0을 공개하였습니다. 한 가지 연구결과는 아니고 그동안 FAIR에서 진행하던 대화 시스템, 챗봇 등에 관한 연구들을 조합하여 만든 시스템이라고 볼 수 있습니다. FAIR의 대화 시스템 연구 프레임워크인 ParlAI 기반으로 공개 해 놓았습니다. 아직 테스트를 진행해 보지는 않았지만 ",빅데이터_AI_머신러닝
https://surfit.io/link/w6lvE,Github Copilot에 관한 생각,Input parameter를 포함한 함수와 그에 관한 description만 넣으면 자동으로 코드를 생성 해 주는 매우 굉장한 툴 입니다. 일단은 VSCode 플러그인으로 제공 될 예정입니다.공식 페이지의 python example많은 개발자들이 입사할 때 진행하는 코딩 테스트를 몇 초 만에 완벽하게 풀어버릴 수 있는 어마어마한 기술입니다. 여기까지는 누,빅데이터_AI_머신러닝
https://surfit.io/link/Kyjea,Generative Adversarial Networks를 이용한 Nickface 개발,"가상 세계에서는 곧 남들에게 보여지는 스스로의 얼굴을 마음껏 만들 수 있을 것입니다. 이를 위해, 카카오브레인은 가상 세계 속에서 사용자가 원하는 얼굴을 만들어 주기 위한 AI 기술을 개발하고 있습니다. 본 발표를 통해 해당 기술의 개발 과정과 앞으로의 계획에 대해 소개 드리고자 합니다.











Nickface 프로젝트 소개










",빅데이터_AI_머신러닝
https://surfit.io/link/5971r,데이터 분석 결과를 효과적으로 제공하기 위한 그래프 데이터베이스 구축,"네이버는 다양한 서비스를 제공하고 있으며, 서비스별로 매일 엄청난 크기의 로그를 저장합니다. DIKW 피라미드에 따르면 Data(데이터)는 단순히 수집된 사실에 해당하며, 따라서 네이버가 수집하고 있는 서비스 로그는 Data에 해당합니다. 그리고 네이버의 많은 팀이 서비스 로그를 Information(정보), Knowledge(지식), 그리고 Wisdom(",빅데이터_AI_머신러닝
https://surfit.io/link/3XL8J,TensorFlow.js의 2021년,"딥러닝 시대 이후로 Google Tensorflow팀에서 TensorFlow.js 를 공개하며 JS 쪽에 이미지 프로세싱이나 머신러닝, 딥러닝 등을 적용할 때 TF.js를 사용할 수 있게 되었습니다. 그리고 발표된지 몇 년 안되었지만 매우 빠른 속도로 발전중입니다.얼마 전 Google I/O 2021 에서 진행한 TF.js의 최근 동향 관련된 발표를 봤는데",빅데이터_AI_머신러닝
https://surfit.io/link/Kbzr1,Causal Learning과 관련된 연구,"data generation process에 관한 구조적인 지식을 나타내어, 기존 지식을 활용하여 다른 데 쓸 수록 있도록 하는 것입니다. 이렇게 표현하면 정말 무슨말인지 하나도 모르겠네요;;좀 쉽게 표현해 보겠습니다. 일반적인 머신러닝 알고리즘들은 데이터 분포가 비슷한 것에 대해서만 좋은 성능을 냅니다. 실제 세상은 데이터 분포가 언제든 바뀌거나 outl",빅데이터_AI_머신러닝
https://surfit.io/link/KplJ0,LINE Pay의 ‘Know Your Customer(KYC)’,"KYC는 서류를 통해 개인을 특정할 수 있는 정보를 확인하는 신원 확인과, 신원 확인을 진행하는 사람이 정말 본인이 맞는지를 확인하는 본인 인증, 이렇게 두 가지 과정으로 나누어 진행합니다. 고객을 정확히 식별해 부정행위를 최소화해야 하는 금융 서비스에서는 계정을 생성하거나 계좌를 개설할 때 필수적으로 진행하는 과정입니다. KYC는 자금 세탁 방지와 테러 ",빅데이터_AI_머신러닝
https://surfit.io/link/KbWj1,AI 서비스의 모든 것 3편: 음성 인식 AI,"[AI 서비스의 모든 것] 시리즈는 다양한 AI 기술과 서비스의 현황을 소개합니다. 

이번 글은 ""3. 음성 인식 AI""를 다룹니다. 음성 인식 AI의 현황을 알아보기 위해, 20년 대표 AI 기업 리스트과 국내 AI 기업을 조사했습니다. 

음성 인식 AI는 이미지/영상 인식 AI보다 더 많이 상용화되었습니다. 이 글에서 소개하는 음성 AI 서비스도 친",빅데이터_AI_머신러닝
https://surfit.io/link/KQWkg,혐오 발언 분류 모델 토이 프로젝트를 소개합니다,"오늘은 혐오 발언을 분류하는 토이 프로젝트를 하나 소개해보고자 합니다.

링크를 클릭하면, 한국어 혐오 발화 데이터셋인 BEEP!으로 대학교 관련 커뮤니티에서 생성된 각종 텍스트를 사전학습한 언어 모델 SoongsilBERT를 학습시켜서 만든 혐오 발언 분류 모델인 SoongsilBERT:BEEP!의 성능을 확인하는 데모가 준비돼 있습니다. 입력창에 문장을",빅데이터_AI_머신러닝
https://surfit.io/link/31kOv,카카오 AI추천 : 카카오페이지와 멜론으로 살펴보는 카카오 연관 추천,"온라인 쇼핑몰에서 원하는 물건을 장바구니에 넣었을 때 ‘유사한 상품’이 추천되거나, 동영상 플랫폼에서 영상을 보고 나면 자동으로 비슷한 클립을 추천해 주는 경험을 한 적이 있으신가요? 대부분 이런 추천들은 여러분이 가장 쉽게 보실 수 있는 추천의 형태 중 하나일 텐데요, 이러한 추천 방식을 보통 ‘연관 추천’이라고 부릅니다.



카카오 추천팀에서는 추천할",빅데이터_AI_머신러닝
